feature,importance
pay_0,0.47049493
limit_bal,0.2194367
bill_amt1,0.13628328
pay_2,0.12719
pay_amt2,0.10033554
pay_amt1,0.094289646
pay_3,0.09249279
pay_amt3,0.091369316
pay_amt6,0.055595424
pay_4,0.05462184
pay_6,0.053483244
pay_amt4,0.050513912
pay_5,0.050444346
marriage,0.048326064
pay_amt5,0.047336355
sex,0.04568817
bill_amt2,0.04377756
bill_amt3,0.038938534
bill_amt6,0.031983986
age,0.031608008
bill_amt5,0.0295054
education,0.028815124
bill_amt4,0.02094063
