feature,importance
pay_0,0.56382734
pay_2,0.12250442
pay_3,0.057870943
pay_4,0.031901874
pay_amt2,0.024711005
pay_5,0.024059666
limit_bal,0.01870157
pay_amt1,0.016768577
pay_6,0.016373739
pay_amt3,0.014984252
bill_amt1,0.014388074
bill_amt2,0.010875599
pay_amt6,0.010497197
pay_amt4,0.010462749
pay_amt5,0.008682476
bill_amt4,0.008246544
bill_amt3,0.008173053
bill_amt5,0.0071345065
education,0.0067648366
bill_amt6,0.0065812822
age,0.005963153
sex,0.0054341257
marriage,0.0050930316
