iter	Logloss
389	0.5378403658
390	0.5377639599
391	0.5376935231
392	0.5376439286
393	0.5376042794
394	0.5375790187
395	0.5375175845
396	0.5374993228
397	0.5374599887
398	0.5374027378
399	0.5373540232
400	0.5373083607
401	0.537258999
402	0.5371946698
403	0.5371712565
404	0.5371138859
405	0.5370332663
406	0.5369521141
407	0.5369191938
408	0.5368734455
409	0.5368101959
410	0.5367487407
411	0.5366958234
412	0.5366106631
413	0.5365765292
414	0.5365265748
415	0.5364780001
416	0.5364335729
417	0.5363959286
418	0.5363346181
419	0.5362629819
420	0.5361832801
421	0.5361324557
422	0.5360837338
423	0.5360382886
424	0.5359788368
425	0.5358943675
426	0.5358293137
427	0.5357858299
428	0.5357464594
429	0.5357016915
430	0.5356357585
431	0.535593976
432	0.5355148618
433	0.5354742166
434	0.5354362355
435	0.5353938107
436	0.5353460058
437	0.5353058972
438	0.5352621698
439	0.5352266936
440	0.5351847495
441	0.5351411865
442	0.5350796281
443	0.535016393
444	0.5349949849
445	0.5349176322
446	0.534852414
447	0.534777194
448	0.5347163568
449	0.534691881
450	0.5346386799
451	0.5345803683
452	0.5345364517
453	0.5344957965
454	0.534413035
455	0.5343384842
456	0.5342810197
457	0.5342535073
458	0.534211203
459	0.5341621045
460	0.5341046812
461	0.5340627329
462	0.5340015843
463	0.5339566719
464	0.5338931472
465	0.5338548903
466	0.5337944045
467	0.5337489013
468	0.5336808043
469	0.5336057498
470	0.5335434535
471	0.5334725345
472	0.5334134552
473	0.5333712213
474	0.5333153516
475	0.5332438934
476	0.5332073712
477	0.5331387489
478	0.5330564631
479	0.5329826034
480	0.5329072059
481	0.5328765406
482	0.5328357462
483	0.5327817808
484	0.5327148493
485	0.5326736174
486	0.5326123036
487	0.5325805614
488	0.5325301548
489	0.532462295
490	0.5324293027
491	0.5323895009
492	0.5323447216
493	0.5323112329
494	0.5322452321
495	0.5321766478
496	0.5321180924
497	0.5320625563
498	0.5320264356
499	0.5320056319
500	0.5319507265
501	0.5318914855
502	0.5318443422
503	0.5318160567
504	0.5317657759
505	0.5316899302
506	0.5316295308
507	0.5315807345
508	0.5315268891
509	0.5314797554
510	0.5314489831
511	0.5314322235
512	0.5314023373
513	0.5313411484
514	0.5312888457
515	0.5312240972
516	0.531158256
517	0.5310873953
518	0.5310180122
519	0.530971411
520	0.5309295381
521	0.530909927
522	0.5308480208
523	0.5308004487
524	0.5307621322
525	0.5307123802
526	0.5306759161
527	0.5306112029
528	0.5305727239
529	0.5305257266
530	0.5304943509
531	0.5304473023
532	0.5303825529
533	0.530324956
534	0.5302986425
535	0.5302718519
536	0.5302609048
537	0.530188918
538	0.5301600585
539	0.5301385057
540	0.5301017365
541	0.530074912
542	0.530001646
543	0.5299305986
544	0.5298852467
545	0.5298301369
546	0.529803074
547	0.5297750853
548	0.529733183
549	0.5296881454
550	0.5296559613
551	0.5296099763
552	0.5295640278
553	0.529515906
554	0.5294992611
555	0.5294745919
556	0.5294495089
557	0.5294168795
558	0.5293774676
559	0.5293382814
560	0.5293013976
561	0.5292546406
562	0.5291938613
563	0.5291226929
564	0.5290906328
565	0.52905606
566	0.5289968443
567	0.5289528002
568	0.5288978095
569	0.5288269154
570	0.5287625494
571	0.5287116219
572	0.5286672036
573	0.5286122266
574	0.5285578023
575	0.528530507
576	0.528497057
577	0.5284109789
578	0.5283843672
579	0.5283308107
580	0.5282853474
581	0.5282335349
582	0.5281754191
583	0.5281109288
584	0.5280681123
585	0.5280104874
586	0.5279428507
587	0.527869676
588	0.527829865
589	0.5277719712
590	0.5277268741
591	0.5276921274
592	0.5276684556
593	0.5276058448
594	0.5275650919
595	0.5275421106
596	0.5275183563
597	0.5274868624
598	0.5274477848
599	0.5273963458
600	0.5273413077
601	0.5273149961
602	0.5272815233
603	0.5272115162
604	0.5271731708
605	0.5271218309
606	0.5270786399
607	0.5270209815
608	0.5269728104
609	0.5269282641
610	0.5268895865
611	0.5268446275
612	0.5267932786
613	0.5267193058
614	0.5266804114
615	0.526615426
616	0.5265554724
617	0.5265211855
618	0.5264843773
619	0.526438823
620	0.5263702224
621	0.5263394875
622	0.5263090788
623	0.526251532
624	0.5261819793
625	0.526132163
626	0.5260663715
627	0.5260221914
628	0.525953192
629	0.5259360541
630	0.5258868504
631	0.5258467273
632	0.5258114472
633	0.5257531828
634	0.5256908973
635	0.5256304889
636	0.5255597936
637	0.5255222983
638	0.5254488443
639	0.525396251
640	0.5253769043
641	0.5253230231
642	0.5252974278
643	0.5252549932
644	0.5252123143
645	0.525153934
646	0.5251377228
647	0.5250882777
648	0.5250057733
649	0.5249594832
650	0.5249214561
651	0.5248626844
652	0.5248250946
653	0.5247701319
654	0.5247140602
655	0.5246515684
656	0.5246131224
657	0.5245567391
658	0.5245086197
659	0.524479233
660	0.5244342342
661	0.5244120623
662	0.5243893385
663	0.5243382887
664	0.5242988905
665	0.5242714494
666	0.5242257177
667	0.5241941759
668	0.5241408447
669	0.524089459
670	0.5240239116
671	0.5239830513
672	0.5239217699
673	0.5238782999
674	0.5238379001
675	0.5237972164
676	0.5237419363
677	0.5236977486
678	0.5236588063
679	0.5236184283
680	0.5235692545
681	0.5235314273
682	0.5235058629
683	0.5234730392
684	0.5234513426
685	0.5234055165
686	0.5233657686
687	0.5233185649
688	0.5232592344
689	0.523230502
690	0.5232116817
691	0.5231980479
692	0.5231612515
693	0.5231164862
694	0.5230991309
695	0.5230692293
696	0.5230256174
697	0.5229900145
698	0.522939907
699	0.5229031371
700	0.5228793325
701	0.5228480313
702	0.5227896246
703	0.5227648432
704	0.522700245
705	0.5226650833
706	0.5226234108
707	0.5225899662
708	0.522573037
709	0.5225205993
710	0.5224834605
711	0.5224364626
712	0.5223848972
713	0.5223160568
714	0.5222667536
715	0.5221947015
716	0.5221556562
717	0.5221292522
718	0.5220749759
719	0.5220339742
720	0.5219773049
721	0.5219212923
722	0.5218998145
723	0.5218539156
724	0.5217959189
725	0.521753192
726	0.5217064111
727	0.521647109
728	0.5216107165
729	0.521553466
730	0.5215219452
731	0.5214640886
732	0.5214240826
733	0.5213857985
734	0.5213209909
735	0.5212807453
736	0.5212267888
737	0.52118323
738	0.52114578
739	0.5211078027
740	0.5210482255
741	0.521035683
742	0.5209749672
743	0.5209292037
744	0.5209115512
745	0.5209020709
746	0.5208473394
747	0.5208142036
748	0.5207936943
749	0.5207534673
750	0.5206950431
751	0.5206447887
752	0.5206129963
753	0.5205488556
754	0.5204921898
755	0.5204638048
756	0.5204243422
757	0.5203538898
758	0.5203098754
759	0.5202911981
760	0.5202664432
761	0.520235531
762	0.5201871787
763	0.5201482851
764	0.5200885135
765	0.5200351549
766	0.5199879077
767	0.5199649935
768	0.5199293245
769	0.5198882993
770	0.5198378781
771	0.5198018983
772	0.519758373
773	0.5197085217
774	0.5196690239
775	0.5196136778
776	0.5195744782
777	0.5195209962
778	0.5194820389
779	0.5194315276
780	0.519362799
781	0.5193074068
782	0.5192620046
783	0.5192286513
784	0.5191857888
785	0.519137636
786	0.5190851893
787	0.5190464794
788	0.5190045655
789	0.5189862823
790	0.5189389738
791	0.5188845099
792	0.5188379559
793	0.5187907366
794	0.5187605981
795	0.518727089
796	0.5186847106
797	0.518626902
798	0.5185594831
799	0.518520945
800	0.518465427
801	0.5184318591
802	0.5184011599
803	0.518353761
804	0.5183071979
805	0.5182511823
806	0.5182173614
807	0.5181607774
808	0.5181074013
809	0.5180609239
810	0.518009961
811	0.5179841004
812	0.5179695538
813	0.5179310329
814	0.5178908175
815	0.5178411897
816	0.5177968996
817	0.5177407125
818	0.5176859857
819	0.5176497433
820	0.5176246883
821	0.517602967
822	0.5175305292
823	0.5174835579
824	0.5174490226
825	0.5174173526
826	0.5173648585
827	0.5173087805
828	0.5172463189
829	0.5172257137
830	0.5172112938
831	0.5171646378
832	0.5171253193
833	0.5170767906
834	0.5170180198
835	0.5169396889
836	0.5168921195
837	0.5168653879
838	0.5168325907
839	0.5167833607
840	0.5167373199
841	0.5167019527
842	0.5166529147
843	0.516624745
844	0.5165568618
845	0.5165282413
846	0.5165053892
847	0.5164870857
848	0.5164413451
849	0.5163955942
850	0.5163569863
851	0.5163172114
852	0.5162643135
853	0.5162254935
854	0.5161840808
855	0.516143302
856	0.5160944194
857	0.5160530873
858	0.5160221733
859	0.5160077093
860	0.5159706641
861	0.5159368276
862	0.5158786677
863	0.5158478224
864	0.5158239237
865	0.5157933223
866	0.5157448033
867	0.5156926601
868	0.5156768732
869	0.5156109084
870	0.5155667713
871	0.5155196935
872	0.5154677929
873	0.5154189776
874	0.5153625574
875	0.5153123734
876	0.5152411451
877	0.5152151913
878	0.5151887714
879	0.5151550089
880	0.5151371151
881	0.5150960118
882	0.5150730729
883	0.5150193016
884	0.5149573129
885	0.5149207451
886	0.5148863439
887	0.5148417953
888	0.5148087248
889	0.5147877934
890	0.5147262421
891	0.5146780836
892	0.5145907941
893	0.5145511212
894	0.5145084301
895	0.5144568697
896	0.5143987358
897	0.5143340724
898	0.5142673231
899	0.5142375113
900	0.5142138746
901	0.5141876178
902	0.5141430431
903	0.5140840762
904	0.5140253061
905	0.5139952256
906	0.513966924
907	0.5139222727
908	0.5138605733
909	0.5138346216
910	0.5137727643
911	0.5137258872
912	0.5136800559
913	0.5136245189
914	0.5135778691
915	0.5135200281
916	0.5134679781
917	0.5133961686
918	0.5133527291
919	0.5133223495
920	0.513253499
921	0.5132060824
922	0.5131705857
923	0.513133695
924	0.5130831306
925	0.5130312693
926	0.5129852259
927	0.5129525567
928	0.5128873545
929	0.5128295664
930	0.512786954
931	0.5127611891
932	0.5127285425
933	0.5127140616
934	0.5126869298
935	0.5126272635
936	0.5125789048
937	0.5125494629
938	0.5125068232
939	0.5124641615
940	0.5124268119
941	0.5123977772
942	0.5123653279
943	0.5122991218
944	0.5122555124
945	0.5122051688
946	0.5121411511
947	0.512062979
948	0.5120183577
949	0.5119783833
950	0.5119423054
951	0.511913648
952	0.5118446753
953	0.5117960065
954	0.511744577
955	0.5117017599
956	0.5116432749
957	0.5116024224
958	0.5115656943
959	0.511530523
960	0.5114760536
961	0.51144813
962	0.5113993496
963	0.5113628246
964	0.5113334808
965	0.5112646702
966	0.5112375144
967	0.5111793558
968	0.5111260644
969	0.5110957254
970	0.5110400098
971	0.5110095528
972	0.5109669663
973	0.5109034068
974	0.5108659896
975	0.5108198086
976	0.5107771152
977	0.5107295285
978	0.5106617927
979	0.5106246166
980	0.5105856042
981	0.5105413882
982	0.5104793935
983	0.5104472478
984	0.5103781477
985	0.5103373626
986	0.5103135322
987	0.510286778
988	0.5102530376
989	0.5101950635
990	0.5101395144
991	0.5100886005
992	0.5100227582
993	0.5099699232
994	0.5099210839
995	0.5098832689
